date,hour,location,gross_sales,net_sales,items,transactions,customers
2021-05-21,20,The Dram Shop Front St.,381.25,378,49,16,14
2021-05-21,21,The Dram Shop Central,82,82,14,5,5
2021-05-21,21,The Dram Shop Front St.,225,225,34,12,12
2021-05-21,22,The Dram Shop Central,83.5,53.25,12,3,2
2021-05-21,22,The Dram Shop Front St.,126,99,16,6,3
2021-05-21,23,The Dram Shop Front St.,9.5,9.5,2,1,1
2021-05-22,14,The Dram Shop Central,73.5,73.5,15,10,3
2021-05-22,14,The Dram Shop Front St.,198.5,191.5,25,14,7
2021-05-22,15,The Dram Shop Central,90,90,9,6,4
2021-05-22,15,The Dram Shop Front St.,195.25,195.25,36,12,9
2021-05-22,16,The Dram Shop Central,72.5,72.5,13,5,5
2021-05-22,16,The Dram Shop Front St.,82.5,76.5,9,4,4
2021-05-22,17,The Dram Shop Central,117.75,117.75,18,7,5
2021-05-22,17,The Dram Shop Front St.,230,230,31,16,8
2021-05-22,18,The Dram Shop Central,192.25,189.37,29,11,8
2021-05-22,18,The Dram Shop Front St.,362.25,346.88,43,20,11
2021-05-22,19,The Dram Shop Central,118.25,118.25,24,9,6
2021-05-22,19,The Dram Shop Front St.,224,213.25,34,19,13
2021-05-22,20,The Dram Shop Central,121,121,19,7,6
2021-05-22,20,The Dram Shop Front St.,147,147,27,14,13
2021-05-22,21,The Dram Shop Central,125,125,19,11,9
2021-05-22,21,The Dram Shop Front St.,75,75,15,7,7
2021-05-22,22,The Dram Shop Central,20.5,6.25,4,3,0
2021-05-22,22,The Dram Shop Front St.,168.25,152.25,25,8,7
2021-05-22,23,The Dram Shop Front St.,19.5,0,3,1,0
2021-05-23,14,The Dram Shop Central,37,37,7,3,3
2021-05-23,15,The Dram Shop Central,93.75,93.75,10,6,5
2021-05-23,15,The Dram Shop Front St.,9,9,2,1,0
2021-05-23,16,The Dram Shop Central,225.5,225.5,40,14,14
2021-05-23,16,The Dram Shop Front St.,83.75,83.75,15,7,5
2021-05-23,17,The Dram Shop Central,10.5,4.5,2,2,0
2021-05-24,14,The Dram Shop Front St.,37,34,7,5,1
2021-05-24,15,The Dram Shop Central,66.5,59.25,10,5,3
2021-05-24,15,The Dram Shop Front St.,63,63,11,8,6
2021-05-24,16,The Dram Shop Central,61.25,59.75,10,4,3
2021-05-24,16,The Dram Shop Front St.,152,141,21,6,5
2021-05-24,17,The Dram Shop Central,82.25,72.75,18,8,6
2021-05-24,17,The Dram Shop Front St.,146,121.18,37,13,8
2021-05-24,18,The Dram Shop Central,386.5,345,63,17,12
2021-05-24,18,The Dram Shop Front St.,192.25,175.25,37,16,11
2021-05-24,19,The Dram Shop Central,187.25,177.25,32,12,9
2021-05-24,19,The Dram Shop Front St.,98.75,80.25,20,10,7
2021-05-24,20,The Dram Shop Central,30,25,6,5,2
2021-05-24,20,The Dram Shop Front St.,195,166.5,38,22,12
2021-05-24,21,The Dram Shop Central,150,91,27,8,5
2021-05-24,21,The Dram Shop Front St.,204.25,195.25,23,9,4
2021-05-24,22,The Dram Shop Central,25,17.5,4,2,2
2021-05-24,22,The Dram Shop Front St.,12.5,0,2,1,0
2021-05-25,14,The Dram Shop Central,20,20,2,2,0
2021-05-25,14,The Dram Shop Front St.,59.5,50.5,11,1,1
2021-05-25,15,The Dram Shop Central,88,79.75,13,6,4
2021-05-25,15,The Dram Shop Front St.,20,17.25,2,2,1
2021-05-25,16,The Dram Shop Central,147,147,23,9,9
2021-05-25,16,The Dram Shop Front St.,95,95,22,7,7
2021-05-25,17,The Dram Shop Central,150.5,150.5,25,11,7
2021-05-25,17,The Dram Shop Front St.,200,200,23,13,12
2021-05-25,18,The Dram Shop Central,187,187,36,14,12
2021-05-25,18,The Dram Shop Front St.,361.5,347.5,49,18,13
2021-05-25,19,The Dram Shop Central,116,116,22,8,6
2021-05-25,19,The Dram Shop Front St.,212.5,212.5,59,17,16
2021-05-25,20,The Dram Shop Central,25,25,4,2,2
2021-05-25,20,The Dram Shop Front St.,178.5,178.5,31,12,10
2021-05-25,21,The Dram Shop Central,49,38.75,10,3,1
2021-05-25,21,The Dram Shop Front St.,96,96,18,7,7
2021-05-25,22,The Dram Shop Central,10.5,0,2,1,0
2021-05-25,22,The Dram Shop Front St.,8.5,0,2,1,0
2021-05-26,12,The Dram Shop Central,9.5,0,1,1,0
2021-05-26,14,The Dram Shop Central,14,14,2,2,1
2021-05-26,15,The Dram Shop Central,118.75,114.63,11,5,4
2021-05-26,15,The Dram Shop Front St.,34.25,34.25,3,3,2
2021-05-26,16,The Dram Shop Central,86.5,86.5,12,6,6
2021-05-26,16,The Dram Shop Front St.,5,5,1,1,1
2021-05-26,17,The Dram Shop Central,187.25,185.25,31,15,11
2021-05-26,17,The Dram Shop Front St.,316.5,316,23,12,7
2021-05-26,18,The Dram Shop Central,148.25,148.25,25,8,8
2021-05-26,18,The Dram Shop Front St.,211.25,211.25,37,18,15
2021-05-26,19,The Dram Shop Central,163,163,30,11,7
2021-05-26,19,The Dram Shop Front St.,115.5,115.5,22,12,9
2021-05-26,20,The Dram Shop Central,186.75,181.25,35,10,9
2021-05-26,20,The Dram Shop Front St.,81,70,12,6,5
2021-05-26,21,The Dram Shop Central,153,153,30,8,7
2021-05-26,21,The Dram Shop Front St.,126.5,115,23,9,7
2021-05-26,22,The Dram Shop Central,61.75,37.5,9,4,2
2021-05-26,22,The Dram Shop Front St.,29,26.5,8,4,3
2021-05-27,13,The Dram Shop Front St.,30,2,4,2,0
2021-05-27,14,The Dram Shop Central,117,103.75,8,5,3
2021-05-27,14,The Dram Shop Front St.,26,26,3,3,2
2021-05-27,15,The Dram Shop Central,48,48,8,5,4
2021-05-27,15,The Dram Shop Front St.,123.75,123.75,15,11,7
2021-05-27,16,The Dram Shop Central,102.5,102.5,22,9,4
2021-05-27,16,The Dram Shop Front St.,95.25,93.87,15,9,6
2021-05-27,17,The Dram Shop Central,131.5,125.38,20,13,8
2021-05-27,17,The Dram Shop Front St.,160.5,153.5,23,11,4
2021-05-27,18,The Dram Shop Central,380.25,380.25,63,16,16
2021-05-27,18,The Dram Shop Front St.,178.5,175.75,25,13,10
2021-05-27,19,The Dram Shop Central,263.25,255.75,38,17,13
2021-05-27,19,The Dram Shop Front St.,136,136,22,9,7
2021-05-27,20,The Dram Shop Central,267.25,251.25,44,15,10
2021-05-27,20,The Dram Shop Front St.,203,172.13,33,14,12
2021-05-27,21,The Dram Shop Central,219,166.07,33,13,6
2021-05-27,21,The Dram Shop Front St.,176,176,33,16,15
2021-05-27,22,The Dram Shop Front St.,75,46.5,13,7,4
2021-05-28,14,The Dram Shop Central,27,27,5,2,1
2021-05-28,14,The Dram Shop Front St.,54.5,54.5,6,5,3
2021-05-28,15,The Dram Shop Central,73,73,12,4,4
2021-05-28,15,The Dram Shop Front St.,57.5,57.5,10,5,5
2021-05-28,16,The Dram Shop Central,107.75,107.75,17,9,5
2021-05-28,16,The Dram Shop Front St.,60,60,10,4,1
2021-05-28,17,The Dram Shop Central,203.5,187,28,10,8
2021-05-28,17,The Dram Shop Front St.,148.5,148.5,21,11,8
2021-05-28,18,The Dram Shop Central,282.5,282.5,39,13,12
2021-05-28,18,The Dram Shop Front St.,304.5,304.5,46,17,13
2021-05-28,19,The Dram Shop Central,269.5,269.5,48,16,13
2021-05-28,19,The Dram Shop Front St.,308,308,47,20,18
2021-05-28,20,The Dram Shop Central,158.75,158.75,25,9,8
2021-05-28,20,The Dram Shop Front St.,120,111.5,20,15,13
2021-05-28,21,The Dram Shop Central,113.25,109.13,20,9,8
2021-05-28,21,The Dram Shop Front St.,113.5,113.5,21,8,7
2021-05-28,22,The Dram Shop Central,148.5,148.5,27,9,9
2021-05-28,22,The Dram Shop Front St.,265.5,226.13,50,15,12
2021-05-28,23,The Dram Shop Central,20.5,10.63,4,2,1
2021-05-28,23,The Dram Shop Front St.,37.5,37.5,3,2,2
2021-05-29,14,The Dram Shop Central,12.5,12.5,3,1,0
2021-05-29,14,The Dram Shop Front St.,97.5,86.5,15,9,4
2021-05-29,15,The Dram Shop Central,121,121,17,8,5
2021-05-29,15,The Dram Shop Front St.,43,43,9,7,4
2021-05-29,16,The Dram Shop Central,92.5,92.5,12,8,7
2021-05-29,16,The Dram Shop Front St.,123,123,22,10,7
2021-05-29,17,The Dram Shop Central,94.5,90,19,8,5
2021-05-29,17,The Dram Shop Front St.,80.5,71.75,9,5,4
2021-05-29,18,The Dram Shop Central,188,173,30,13,7
2021-05-29,18,The Dram Shop Front St.,90.5,79.5,17,5,4
2021-05-29,19,The Dram Shop Central,78,78,14,5,5
2021-05-29,19,The Dram Shop Front St.,204.5,204.5,38,13,11
2021-05-29,20,The Dram Shop Central,13,13,2,1,1
2021-05-29,20,The Dram Shop Front St.,155.75,144.75,20,10,6
2021-05-29,21,The Dram Shop Central,72.5,72.5,13,6,2
2021-05-29,21,The Dram Shop Front St.,89.25,89.25,15,7,7
2021-05-29,22,The Dram Shop Central,35.5,20,6,3,1
2021-05-29,22,The Dram Shop Front St.,29,29,5,2,2
2021-05-29,23,The Dram Shop Front St.,31.5,11.5,5,2,1
2021-05-30,14,The Dram Shop Central,23,23,4,2,1
2021-05-30,14,The Dram Shop Front St.,39.25,39.25,8,4,1
2021-05-30,15,The Dram Shop Central,124,124,20,10,6
2021-05-30,15,The Dram Shop Front St.,108.5,107.25,18,14,8
2021-05-30,16,The Dram Shop Central,97.5,97.5,15,9,5
2021-05-30,16,The Dram Shop Front St.,199,199,28,14,12
2021-05-30,17,The Dram Shop Central,343,343,48,19,14
2021-05-30,17,The Dram Shop Front St.,201.75,199.25,29,13,10
2021-05-30,18,The Dram Shop Central,61.5,61.5,8,6,3
2021-05-30,18,The Dram Shop Front St.,181.25,181.25,24,11,10
2021-05-30,19,The Dram Shop Central,137.5,137.5,25,10,7
2021-05-30,19,The Dram Shop Front St.,119,119,22,12,10
2021-05-30,20,The Dram Shop Central,141.5,141.5,25,11,9
2021-05-30,20,The Dram Shop Front St.,106.25,106.25,15,8,7
2021-05-30,21,The Dram Shop Central,75.5,75.5,13,4,3
2021-05-30,21,The Dram Shop Front St.,195.75,195.75,35,17,14
2021-05-30,22,The Dram Shop Central,50.5,12.25,7,3,1
2021-05-30,22,The Dram Shop Front St.,16.5,0,3,1,0
2021-05-31,12,The Dram Shop Central,76.5,57.38,6,1,1
2021-05-31,14,The Dram Shop Central,112.75,107.25,29,12,9
2021-05-31,14,The Dram Shop Front St.,68.75,65.25,9,5,2
2021-05-31,15,The Dram Shop Central,95.5,75,16,7,2
2021-05-31,15,The Dram Shop Front St.,116.25,95.75,21,13,7
2021-05-31,16,The Dram Shop Central,133.5,114.5,23,10,7
2021-05-31,16,The Dram Shop Front St.,173.25,134.75,28,12,6
2021-05-31,17,The Dram Shop Central,113.25,93.63,17,5,4
2021-05-31,17,The Dram Shop Front St.,103.5,88,17,10,7
2021-05-31,18,The Dram Shop Central,69.75,57.25,13,3,3
2021-05-31,18,The Dram Shop Front St.,104,76,19,9,5
2021-05-31,19,The Dram Shop Central,27,21,4,2,0
2021-05-31,19,The Dram Shop Front St.,133.5,107.5,33,15,10
2021-05-31,20,The Dram Shop Central,84.25,66.25,13,7,5
2021-05-31,20,The Dram Shop Front St.,125.5,104.5,17,8,7
2021-05-31,21,The Dram Shop Central,58,51,10,6,3
2021-05-31,21,The Dram Shop Front St.,82.25,64.75,14,6,2
2021-05-31,22,The Dram Shop Central,83.5,45,11,5,1
2021-05-31,22,The Dram Shop Front St.,58.75,29.52,9,4,1
2021-06-01,14,The Dram Shop Central,175,175,3,2,1
2021-06-01,14,The Dram Shop Front St.,37,37,5,3,3
2021-06-01,15,The Dram Shop Central,47.5,46.5,10,3,2
2021-06-01,15,The Dram Shop Front St.,26.5,26.5,3,3,1
2021-06-01,16,The Dram Shop Central,63.5,63.5,14,5,4
2021-06-01,16,The Dram Shop Front St.,59,59,7,3,3
2021-06-01,17,The Dram Shop Central,130.5,130.5,24,13,8
2021-06-01,17,The Dram Shop Front St.,165.25,152.94,31,15,8
2021-06-01,18,The Dram Shop Central,135.25,115.37,25,11,5
2021-06-01,18,The Dram Shop Front St.,247,247,40,21,15
2021-06-01,19,The Dram Shop Central,153.5,153.5,20,13,3
2021-06-01,19,The Dram Shop Front St.,194.5,194.5,30,12,11
2021-06-01,20,The Dram Shop Central,61.5,61.5,13,2,2
2021-06-01,20,The Dram Shop Front St.,73,73,10,5,4
2021-06-01,21,The Dram Shop Central,60.25,58,12,4,3
2021-06-01,21,The Dram Shop Front St.,194,189.75,26,13,11
2021-06-01,22,The Dram Shop Central,143.5,123.5,20,8,5
2021-06-02,14,The Dram Shop Central,11.5,11.5,2,1,1
2021-06-02,14,The Dram Shop Front St.,21.5,21.5,4,4,0
2021-06-02,15,The Dram Shop Central,29.5,29.5,6,4,3
2021-06-02,15,The Dram Shop Front St.,36.5,36.5,6,5,2
2021-06-02,16,The Dram Shop Central,92.25,92.25,10,7,7
2021-06-02,16,The Dram Shop Front St.,166.5,166.5,15,8,7
2021-06-02,17,The Dram Shop Central,83.5,82.5,12,7,6
2021-06-02,17,The Dram Shop Front St.,98,92.5,17,7,4
2021-06-02,18,The Dram Shop Central,182.25,171.5,34,9,8
2021-06-02,18,The Dram Shop Front St.,301.25,301.25,49,22,18
2021-06-02,19,The Dram Shop Central,110.5,110.5,18,9,8
2021-06-02,19,The Dram Shop Front St.,418.5,406.5,81,25,18
2021-06-02,20,The Dram Shop Central,151.5,151.5,26,9,7
2021-06-02,20,The Dram Shop Front St.,176,176,25,11,8
2021-06-02,21,The Dram Shop Central,90,90,14,9,6
2021-06-02,21,The Dram Shop Front St.,176.75,156.75,29,15,13
2021-06-02,22,The Dram Shop Central,40,25.5,5,2,2
2021-06-02,22,The Dram Shop Front St.,104.5,77,13,6,3
2021-06-03,14,The Dram Shop Central,13,13,3,1,0
2021-06-03,14,The Dram Shop Front St.,21.75,21.75,5,2,2
2021-06-03,15,The Dram Shop Central,51.5,38.75,4,4,3
2021-06-03,15,The Dram Shop Front St.,44,44,7,6,4
2021-06-03,16,The Dram Shop Central,25,25,5,3,3
2021-06-03,16,The Dram Shop Front St.,103.25,98,13,9,8
2021-06-03,17,The Dram Shop Central,202,194.75,37,18,11
2021-06-03,17,The Dram Shop Front St.,203,200.75,32,15,11
2021-06-03,18,The Dram Shop Central,179.5,179.5,27,12,9
2021-06-03,18,The Dram Shop Front St.,125.75,119.75,22,10,6
2021-06-03,19,The Dram Shop Central,149.75,149.75,28,11,9
2021-06-03,19,The Dram Shop Front St.,229,223.5,39,15,12
2021-06-03,20,The Dram Shop Central,52.5,52.5,9,4,4
2021-06-03,20,The Dram Shop Front St.,163.25,132.75,26,12,7
2021-06-03,21,The Dram Shop Central,174,149.5,32,12,11
2021-06-03,21,The Dram Shop Front St.,225.5,210.62,40,16,12
2021-06-03,22,The Dram Shop Central,144,144,20,7,6
2021-06-03,22,The Dram Shop Front St.,366.5,271.25,63,20,19
2021-06-04,14,The Dram Shop Central,33.5,22.5,6,5,1
2021-06-04,14,The Dram Shop Front St.,180.5,146.3,20,9,6
2021-06-04,15,The Dram Shop Central,26.5,22,6,2,2
2021-06-04,15,The Dram Shop Front St.,165.5,156.5,29,18,10
2021-06-04,16,The Dram Shop Central,135,135,26,9,8
2021-06-04,16,The Dram Shop Front St.,59.25,59.25,7,3,3
2021-06-04,17,The Dram Shop Central,148.25,135.25,25,11,8
2021-06-04,17,The Dram Shop Front St.,343.5,335.5,51,29,22
2021-06-04,18,The Dram Shop Central,355.5,355.5,45,17,13
2021-06-04,18,The Dram Shop Front St.,554.5,498.94,95,41,27
2021-06-04,19,The Dram Shop Central,309.25,296.25,44,17,14
2021-06-04,19,The Dram Shop Front St.,498.75,498.75,80,52,32
2021-06-04,20,The Dram Shop Central,122.5,122.5,21,11,8
2021-06-04,20,The Dram Shop Front St.,379.75,379.75,70,34,24
2021-06-04,21,The Dram Shop Central,66.5,65.5,14,9,5
2021-06-04,21,The Dram Shop Front St.,348.5,348.5,56,31,23
2021-06-04,22,The Dram Shop Central,85,85,15,6,6
2021-06-04,22,The Dram Shop Front St.,271.5,271.5,43,16,14
2021-06-04,23,The Dram Shop Central,39.5,15.76,5,2,0
2021-06-05,14,The Dram Shop Central,97,97,12,7,7
2021-06-05,14,The Dram Shop Front St.,93,76,16,13,4
2021-06-05,15,The Dram Shop Central,147.5,147.5,19,7,6
2021-06-05,15,The Dram Shop Front St.,56.5,56.5,10,7,3
2021-06-05,16,The Dram Shop Central,282.5,282.5,43,15,13
2021-06-05,16,The Dram Shop Front St.,122,122,17,7,7
2021-06-05,17,The Dram Shop Central,314.5,303.5,62,23,18
2021-06-05,17,The Dram Shop Front St.,148.75,143.75,25,14,10
2021-06-05,18,The Dram Shop Central,112.75,112.75,37,12,8
2021-06-05,18,The Dram Shop Front St.,209,209,33,18,15
2021-06-05,19,The Dram Shop Central,84.5,84.5,16,5,4
2021-06-05,19,The Dram Shop Front St.,324.75,314.25,55,25,18
2021-06-05,20,The Dram Shop Central,151.5,151.5,27,10,6
2021-06-05,20,The Dram Shop Front St.,39.5,39.5,8,5,4
2021-06-05,21,The Dram Shop Central,128.25,117.75,23,11,6
2021-06-05,21,The Dram Shop Front St.,112.75,112.75,17,7,6
2021-06-05,22,The Dram Shop Central,83.5,59.88,12,4,2
2021-06-05,22,The Dram Shop Front St.,208.75,208.75,32,10,8
2021-06-05,23,The Dram Shop Front St.,59,27.88,7,3,0
2021-06-06,14,The Dram Shop Central,128.75,128.75,13,7,5
2021-06-06,14,The Dram Shop Front St.,71,71,7,5,3
2021-06-06,15,The Dram Shop Central,107.5,106.5,19,8,6
2021-06-06,15,The Dram Shop Front St.,53.5,53.5,8,7,3
2021-06-06,16,The Dram Shop Central,143.25,143.25,27,10,9
2021-06-06,16,The Dram Shop Front St.,79.75,79.75,15,8,6
2021-06-06,17,The Dram Shop Central,181.5,166,35,13,9
2021-06-06,17,The Dram Shop Front St.,170.75,167.75,27,9,8
2021-06-06,18,The Dram Shop Central,120.5,120.5,14,8,4
2021-06-06,18,The Dram Shop Front St.,144.75,131.5,26,11,8
2021-06-06,19,The Dram Shop Central,62.75,62.75,14,6,5
2021-06-06,19,The Dram Shop Front St.,14,14,3,2,2
2021-06-06,20,The Dram Shop Central,76.5,76.5,14,5,4
2021-06-06,20,The Dram Shop Front St.,46.5,46.5,9,4,3
2021-06-06,21,The Dram Shop Central,88.5,53.5,15,6,2
2021-06-06,21,The Dram Shop Front St.,177,177,31,12,12
2021-06-06,22,The Dram Shop Central,25.5,25.5,5,3,1
2021-06-06,22,The Dram Shop Front St.,32.25,20.25,4,2,1
2021-06-07,13,The Dram Shop Front St.,156.75,137.31,6,1,0
2021-06-07,14,The Dram Shop Central,49.75,48.25,5,3,1
2021-06-07,14,The Dram Shop Front St.,36,36,5,4,2
2021-06-07,15,The Dram Shop Central,105.75,103.25,11,6,4
2021-06-07,15,The Dram Shop Front St.,79.5,76.5,12,8,2
2021-06-07,16,The Dram Shop Central,88.25,82.25,16,8,4
2021-06-07,16,The Dram Shop Front St.,122,112.5,28,11,9
2021-06-07,17,The Dram Shop Central,94.5,76.13,15,6,4
2021-06-07,17,The Dram Shop Front St.,184.25,151.5,32,15,9
2021-06-07,18,The Dram Shop Central,94.5,73.5,18,6,4
2021-06-07,18,The Dram Shop Front St.,127,114,19,10,9
2021-06-07,19,The Dram Shop Central,116.5,101.5,18,9,6
2021-06-07,19,The Dram Shop Front St.,229.25,184.75,38,17,9
2021-06-07,20,The Dram Shop Central,81.5,77,14,7,5
2021-06-07,20,The Dram Shop Front St.,244,214.5,32,16,10
2021-06-07,21,The Dram Shop Central,24.5,23.5,6,4,1
2021-06-07,21,The Dram Shop Front St.,189,172,26,9,6
2021-06-07,22,The Dram Shop Central,51,28.5,10,5,3
2021-06-07,22,The Dram Shop Front St.,121,75.5,22,8,5
2021-06-08,14,The Dram Shop Central,83,83,3,2,1
2021-06-08,14,The Dram Shop Front St.,38.5,38.5,4,3,3
2021-06-08,15,The Dram Shop Central,19.5,19.5,3,3,0
2021-06-08,15,The Dram Shop Front St.,113.75,113.75,11,8,6
2021-06-08,16,The Dram Shop Central,60.5,51.75,10,5,3
2021-06-08,16,The Dram Shop Front St.,45.25,45.25,9,4,4
2021-06-08,17,The Dram Shop Central,45,42.5,9,7,3
2021-06-08,17,The Dram Shop Front St.,19.75,19.75,4,3,2
2021-06-08,18,The Dram Shop Central,178.25,178.25,32,12,8
2021-06-08,18,The Dram Shop Front St.,217.5,217.5,39,17,14
2021-06-08,19,The Dram Shop Central,162.75,132.75,28,11,7
2021-06-08,19,The Dram Shop Front St.,150,150,20,9,7
2021-06-08,20,The Dram Shop Central,405.75,405.75,69,13,12
2021-06-08,20,The Dram Shop Front St.,74.25,74.25,14,6,5
2021-06-08,21,The Dram Shop Central,78,70.12,10,4,3
2021-06-08,21,The Dram Shop Front St.,223,223,32,11,10
2021-06-08,22,The Dram Shop Central,70.5,46,13,4,1
2021-06-08,22,The Dram Shop Front St.,13,0,2,1,0
2021-06-09,14,The Dram Shop Central,23.5,23.5,2,2,0
2021-06-09,14,The Dram Shop Front St.,36.25,36.25,5,3,2
2021-06-09,15,The Dram Shop Central,214,214,36,25,8
2021-06-09,15,The Dram Shop Front St.,97.75,97.75,13,7,6
2021-06-09,16,The Dram Shop Central,290,290,49,27,12
2021-06-09,16,The Dram Shop Front St.,127,105,20,6,4
2021-06-09,17,The Dram Shop Central,238.5,232.25,38,19,13
2021-06-09,17,The Dram Shop Front St.,150,136.25,25,10,7
2021-06-09,18,The Dram Shop Central,272.75,268.75,42,18,15
2021-06-09,18,The Dram Shop Front St.,119,119,21,9,8
2021-06-09,19,The Dram Shop Central,185.25,185.25,32,16,15
2021-06-09,19,The Dram Shop Front St.,207.25,196,41,13,13
2021-06-09,20,The Dram Shop Central,323.5,323.5,51,18,12
2021-06-09,20,The Dram Shop Front St.,113,113,17,10,9
2021-06-09,21,The Dram Shop Central,149.5,149.5,29,9,8
2021-06-09,21,The Dram Shop Front St.,253,231.5,44,16,15
2021-06-09,22,The Dram Shop Central,91.5,73,13,5,3
2021-06-09,22,The Dram Shop Front St.,39,29.5,6,3,1
2021-06-10,14,The Dram Shop Central,9,9,2,2,0
2021-06-10,14,The Dram Shop Front St.,24,24,2,1,1
2021-06-10,15,The Dram Shop Central,66,66,11,7,2
2021-06-10,15,The Dram Shop Front St.,89.75,89.75,10,6,2
2021-06-10,16,The Dram Shop Central,73.25,73.25,16,6,4
2021-06-10,16,The Dram Shop Front St.,119.5,119.5,20,10,8
2021-06-10,17,The Dram Shop Central,67.75,66.5,11,4,3
2021-06-10,17,The Dram Shop Front St.,198,198,32,14,13
2021-06-10,18,The Dram Shop Central,76.5,71.75,13,7,7
2021-06-10,18,The Dram Shop Front St.,240.5,240.5,37,15,14
2021-06-10,19,The Dram Shop Central,244,244,44,13,11
2021-06-10,19,The Dram Shop Front St.,170.5,170.5,28,14,14
2021-06-10,20,The Dram Shop Central,171,171,31,9,9
2021-06-10,20,The Dram Shop Front St.,158.75,158.75,27,9,8
2021-06-10,21,The Dram Shop Central,206,206,35,12,10
2021-06-10,21,The Dram Shop Front St.,153.75,125.62,21,8,6
2021-06-10,22,The Dram Shop Front St.,48.25,31,7,4,3
2021-06-11,14,The Dram Shop Central,8.5,8.5,2,2,0
2021-06-11,14,The Dram Shop Front St.,56,56,11,3,2
2021-06-11,15,The Dram Shop Central,110,110,12,5,5
2021-06-11,15,The Dram Shop Front St.,66,66,9,4,3
2021-06-11,16,The Dram Shop Central,138.25,138.25,24,6,5
2021-06-11,16,The Dram Shop Front St.,135,127,20,7,6
2021-06-11,17,The Dram Shop Central,142.5,136.5,22,10,4
2021-06-11,17,The Dram Shop Front St.,348.5,347.5,54,16,14
2021-06-11,18,The Dram Shop Central,142,142,22,9,9
2021-06-11,18,The Dram Shop Front St.,144.75,144.75,22,11,8
2021-06-11,19,The Dram Shop Central,61,61,10,4,4
2021-06-11,19,The Dram Shop Front St.,256.75,256.75,44,18,13
2021-06-11,20,The Dram Shop Central,201.5,201.5,36,14,10
2021-06-11,20,The Dram Shop Front St.,260,260,49,19,13
2021-06-11,21,The Dram Shop Central,155.5,155.5,30,13,10
2021-06-11,21,The Dram Shop Front St.,145.25,134.25,27,13,9
2021-06-11,22,The Dram Shop Central,50.5,50.5,10,3,3
2021-06-11,22,The Dram Shop Front St.,311.25,300.75,55,20,18
2021-06-11,23,The Dram Shop Central,36,6.75,4,2,0
2021-06-11,23,The Dram Shop Front St.,69,38.25,15,7,3
2021-06-12,14,The Dram Shop Central,20.5,20.5,5,1,1
2021-06-12,14,The Dram Shop Front St.,141,133,21,9,4
2021-06-12,15,The Dram Shop Central,65.75,63.56,9,5,3
2021-06-12,15,The Dram Shop Front St.,166,166,26,7,6
2021-06-12,16,The Dram Shop Central,122.5,118.5,20,7,5
2021-06-12,16,The Dram Shop Front St.,144.5,144.5,27,15,10
2021-06-12,17,The Dram Shop Central,130.75,126.25,20,9,8
2021-06-12,17,The Dram Shop Front St.,233.75,225.75,41,18,16
2021-06-12,18,The Dram Shop Central,146,146,20,11,5
2021-06-12,18,The Dram Shop Front St.,108.5,104,20,11,7
2021-06-12,19,The Dram Shop Central,93.5,84,18,8,6
2021-06-12,19,The Dram Shop Front St.,165.5,165.5,30,13,7
2021-06-12,20,The Dram Shop Central,84,84,9,4,2
2021-06-12,20,The Dram Shop Front St.,229.75,229.75,38,21,18
2021-06-12,21,The Dram Shop Central,147,147,26,9,7
2021-06-12,21,The Dram Shop Front St.,162.75,162.75,30,17,13
2021-06-12,22,The Dram Shop Central,65.5,46.87,7,4,1
2021-06-12,22,The Dram Shop Front St.,63.5,57.63,9,6,5
2021-06-13,14,The Dram Shop Central,80.25,80.25,13,6,6
2021-06-13,14,The Dram Shop Front St.,5.5,5.5,1,1,1
2021-06-13,15,The Dram Shop Central,185,185,29,12,8
2021-06-13,15,The Dram Shop Front St.,43,43,3,2,2
2021-06-13,16,The Dram Shop Central,210.25,210.25,35,14,8
2021-06-13,16,The Dram Shop Front St.,58,58,7,4,2
2021-06-13,17,The Dram Shop Central,272,262.5,47,13,13
2021-06-13,17,The Dram Shop Front St.,84.5,84.5,14,8,5
2021-06-13,18,The Dram Shop Central,93.75,93.75,13,6,5
2021-06-13,18,The Dram Shop Front St.,117,110.25,25,12,10
2021-06-13,19,The Dram Shop Central,35.25,25.13,7,3,3
2021-06-13,19,The Dram Shop Front St.,95,95,13,9,6
2021-06-13,20,The Dram Shop Central,104,104,17,8,7
2021-06-13,20,The Dram Shop Front St.,244.75,228,23,12,11
2021-06-13,21,The Dram Shop Central,79.5,79.5,14,5,3
2021-06-13,21,The Dram Shop Front St.,168,146.25,26,10,8
2021-06-13,22,The Dram Shop Front St.,46.25,16.75,9,5,2
2021-06-14,14,The Dram Shop Central,58,51,9,7,4
2021-06-14,14,The Dram Shop Front St.,41,37.5,9,8,4
2021-06-14,15,The Dram Shop Central,59,48,8,5,3
2021-06-14,15,The Dram Shop Front St.,59,46.5,13,10,3
2021-06-14,16,The Dram Shop Central,114.5,102,19,10,7
2021-06-14,16,The Dram Shop Front St.,98,92,18,10,4
2021-06-14,17,The Dram Shop Central,25,23.5,4,2,2
2021-06-14,17,The Dram Shop Front St.,229.5,192.75,38,23,15
2021-06-14,18,The Dram Shop Central,213.25,174.25,36,13,10
2021-06-14,18,The Dram Shop Front St.,217.5,197,40,20,16
2021-06-14,19,The Dram Shop Central,174.5,136.5,36,14,9
2021-06-14,19,The Dram Shop Front St.,134,120,27,13,8
2021-06-14,20,The Dram Shop Central,106.25,83.75,21,8,6
2021-06-14,20,The Dram Shop Front St.,211.25,160.25,41,18,16
