date,hour,location,gross_sales,net_sales,items,transactions,customers
2016-11-20,17,The Dram Shop,34.75,34.75,8,4,2
2016-11-20,18,The Dram Shop,95,95,18,12,5
2016-11-20,19,The Dram Shop,126.55,126.55,24,10,8
2016-11-20,20,The Dram Shop,37.5,37.5,7,3,2
2016-11-21,12,The Dram Shop,20,18,3,3,2
2016-11-21,13,The Dram Shop,64.25,52.21,7,6,4
2016-11-21,14,The Dram Shop,77,64,11,5,2
2016-11-21,15,The Dram Shop,53.5,43,10,4,2
2016-11-21,16,The Dram Shop,80.5,65.95,15,10,4
2016-11-21,17,The Dram Shop,299,258.9,44,25,14
2016-11-21,18,The Dram Shop,213.75,154.75,41,23,16
2016-11-21,19,The Dram Shop,234.25,181.25,64,23,13
2016-11-21,20,The Dram Shop,168.25,140.75,28,11,8
2016-11-21,21,The Dram Shop,89,61,17,5,4
2016-11-22,12,The Dram Shop,4,4,1,1,0
2016-11-22,13,The Dram Shop,19,19,4,4,3
2016-11-22,14,The Dram Shop,51.75,51.75,11,3,2
2016-11-22,15,The Dram Shop,225.75,214.45,24,17,7
2016-11-22,16,The Dram Shop,187.75,183.6,25,10,6
2016-11-22,17,The Dram Shop,537.75,537.75,65,34,24
2016-11-22,18,The Dram Shop,355.5,355.5,57,26,18
2016-11-22,19,The Dram Shop,201.75,201.75,34,15,13
2016-11-22,20,The Dram Shop,153.5,153.5,27,16,12
2016-11-22,21,The Dram Shop,160,160,31,12,11
2016-11-23,12,The Dram Shop,70.75,68.25,6,4,3
2016-11-23,13,The Dram Shop,68.75,67.35,7,5,4
2016-11-23,14,The Dram Shop,164,164,21,10,6
2016-11-23,15,The Dram Shop,202.5,202.5,29,13,9
2016-11-23,16,The Dram Shop,348,347.1,47,22,16
2016-11-23,17,The Dram Shop,451.25,427,64,26,17
2016-11-23,18,The Dram Shop,575,553.31,70,28,20
2016-11-23,19,The Dram Shop,270.75,246.22,52,20,14
2016-11-23,20,The Dram Shop,234.5,233.6,36,16,11
2016-11-23,21,The Dram Shop,258.75,226.06,40,12,8
2016-11-25,13,The Dram Shop,144,144,22,7,6
2016-11-25,14,The Dram Shop,200,200,33,13,5
2016-11-25,15,The Dram Shop,112.5,110.5,18,9,5
2016-11-25,16,The Dram Shop,166.75,166.75,28,18,6
2016-11-25,17,The Dram Shop,325.5,325.5,56,27,16
2016-11-25,18,The Dram Shop,254.25,254.25,42,20,11
2016-11-25,19,The Dram Shop,156.25,152.25,23,10,3
2016-11-25,20,The Dram Shop,154,154,25,11,6
2016-11-25,21,The Dram Shop,192,192,31,11,10
2016-11-26,12,The Dram Shop,10,10,1,1,1
2016-11-26,13,The Dram Shop,47,43.55,6,4,3
2016-11-26,14,The Dram Shop,130.5,130.5,12,6,3
2016-11-26,15,The Dram Shop,228,217.5,29,12,10
2016-11-26,16,The Dram Shop,184,178.9,30,15,9
2016-11-26,17,The Dram Shop,312.25,308.05,61,22,13
2016-11-26,18,The Dram Shop,279.5,267.76,51,22,11
2016-11-26,19,The Dram Shop,150.5,142,26,13,5
2016-11-26,20,The Dram Shop,196,192.4,30,20,8
2016-11-26,21,The Dram Shop,203.5,203.5,40,24,14
2016-11-26,22,The Dram Shop,109.75,109.75,20,7,6
2016-11-27,12,The Dram Shop,45.25,45.25,6,3,2
2016-11-27,13,The Dram Shop,46,46,8,4,4
2016-11-27,14,The Dram Shop,99.25,99.25,12,7,7
2016-11-27,15,The Dram Shop,136.25,114.63,20,9,7
2016-11-27,16,The Dram Shop,125,125,21,9,7
2016-11-27,17,The Dram Shop,133.5,120,21,11,8
2016-11-27,18,The Dram Shop,113.25,113.25,22,8,6
2016-11-27,19,The Dram Shop,78,78,15,9,7
2016-11-27,20,The Dram Shop,74.75,67.75,14,10,6
2016-11-27,21,The Dram Shop,10.5,10.5,2,1,0
2016-11-28,12,The Dram Shop,7,7,1,1,1
2016-11-28,14,The Dram Shop,10,6,2,2,0
2016-11-28,15,The Dram Shop,17.5,16,3,2,1
2016-11-28,16,The Dram Shop,36,30.5,14,5,2
2016-11-28,17,The Dram Shop,164,120,49,27,12
2016-11-28,18,The Dram Shop,224,175.5,41,19,12
2016-11-28,19,The Dram Shop,54.5,41,10,7,4
2016-11-28,20,The Dram Shop,147.25,120.75,38,18,10
2016-11-28,21,The Dram Shop,137.5,118.5,21,10,10
2016-11-29,12,The Dram Shop,15,15,2,2,0
2016-11-29,13,The Dram Shop,28.5,28.5,5,3,3
2016-11-29,14,The Dram Shop,69.25,69.25,8,6,4
2016-11-29,15,The Dram Shop,41.5,41.5,7,3,3
2016-11-29,16,The Dram Shop,59,38.5,5,5,2
2016-11-29,17,The Dram Shop,156.75,156.75,20,13,8
2016-11-29,18,The Dram Shop,174.75,174.75,34,19,9
2016-11-29,19,The Dram Shop,115.5,115.5,19,11,8
2016-11-29,20,The Dram Shop,104.5,102.75,17,12,4
2016-11-29,21,The Dram Shop,161.75,161.75,30,9,9
2016-11-30,11,The Dram Shop,10,10,1,1,1
2016-11-30,12,The Dram Shop,13.5,13.5,1,1,0
2016-11-30,13,The Dram Shop,25,25,3,2,2
2016-11-30,14,The Dram Shop,28.25,28.25,5,4,2
2016-11-30,15,The Dram Shop,79,79,14,10,1
2016-11-30,16,The Dram Shop,62.5,52,10,5,3
2016-11-30,17,The Dram Shop,152.25,152.25,23,17,13
2016-11-30,18,The Dram Shop,165.5,162.75,28,14,8
2016-11-30,19,The Dram Shop,200.25,200.25,34,14,9
2016-11-30,20,The Dram Shop,136,136,28,15,11
2016-11-30,21,The Dram Shop,224.5,214.5,33,19,13
2016-12-01,12,The Dram Shop,38,38,4,3,1
2016-12-01,13,The Dram Shop,5,0,1,1,0
2016-12-01,14,The Dram Shop,91.5,91.5,6,5,4
2016-12-01,15,The Dram Shop,47.75,47.75,8,5,4
2016-12-01,16,The Dram Shop,199.25,199.25,26,15,6
2016-12-01,17,The Dram Shop,266.25,261.25,44,29,14
2016-12-01,18,The Dram Shop,364.25,361.25,61,30,18
2016-12-01,19,The Dram Shop,89,89,18,13,9
2016-12-01,20,The Dram Shop,182,182,32,13,11
2016-12-01,21,The Dram Shop,174.75,167.25,31,16,12
2016-12-01,22,The Dram Shop,124,78.5,13,5,3
2016-12-02,12,The Dram Shop,49.5,49.5,4,1,1
2016-12-02,13,The Dram Shop,50.5,50.5,8,4,2
2016-12-02,14,The Dram Shop,102.5,102.5,16,7,2
2016-12-02,15,The Dram Shop,175,175,35,17,9
2016-12-02,16,The Dram Shop,522.25,522.25,47,29,14
2016-12-02,17,The Dram Shop,320.25,320.25,62,25,15
2016-12-02,18,The Dram Shop,329.75,329.75,64,34,18
2016-12-02,19,The Dram Shop,354.75,354.75,66,32,21
2016-12-02,20,The Dram Shop,454.25,454.25,83,40,22
2016-12-02,21,The Dram Shop,181,181,35,15,10
2016-12-02,22,The Dram Shop,26,26,5,3,2
2016-12-03,12,The Dram Shop,22.75,22.75,3,1,1
2016-12-03,13,The Dram Shop,69.75,69.75,7,4,3
2016-12-03,14,The Dram Shop,213.5,213.5,37,21,13
2016-12-03,15,The Dram Shop,322.25,322.25,54,30,18
2016-12-03,16,The Dram Shop,219.25,215.25,43,18,13
2016-12-03,17,The Dram Shop,451.25,418.5,75,33,18
2016-12-03,18,The Dram Shop,251,248.75,46,26,13
2016-12-03,19,The Dram Shop,207.75,207.75,30,18,13
2016-12-03,20,The Dram Shop,237,237,36,27,15
2016-12-03,21,The Dram Shop,382,368.25,70,36,22
2016-12-03,22,The Dram Shop,41,41,12,7,5
2016-12-04,12,The Dram Shop,9.5,9.5,2,1,1
2016-12-04,13,The Dram Shop,41,41,7,2,2
2016-12-04,14,The Dram Shop,62.5,62.5,10,6,2
2016-12-04,15,The Dram Shop,54.25,54.25,8,5,4
2016-12-04,16,The Dram Shop,124,124,21,14,5
2016-12-04,17,The Dram Shop,212.5,206.75,41,11,8
2016-12-04,18,The Dram Shop,181.5,181.5,37,15,8
2016-12-04,19,The Dram Shop,99.5,99.5,14,7,4
2016-12-04,20,The Dram Shop,61,61,11,7,3
2016-12-04,21,The Dram Shop,60.25,60.25,16,4,3
2016-12-04,22,The Dram Shop,21,21,4,1,1
2016-12-05,12,The Dram Shop,39,39,3,2,0
2016-12-05,13,The Dram Shop,42.5,27,6,3,2
2016-12-05,14,The Dram Shop,26,18,3,3,2
2016-12-05,15,The Dram Shop,8.5,6,2,2,1
2016-12-05,16,The Dram Shop,175.25,156.25,23,14,7
2016-12-05,17,The Dram Shop,121.25,101.25,21,10,6
2016-12-05,18,The Dram Shop,151.25,123.75,28,15,9
2016-12-05,19,The Dram Shop,265.25,201.25,50,23,15
2016-12-05,20,The Dram Shop,150.25,115.75,30,17,12
2016-12-06,13,The Dram Shop,12.5,12.5,3,1,1
2016-12-06,14,The Dram Shop,47,47,8,5,3
2016-12-06,15,The Dram Shop,6.5,6.5,1,1,1
2016-12-06,16,The Dram Shop,53.25,53.25,9,3,3
2016-12-06,17,The Dram Shop,178.5,172.5,31,10,8
2016-12-06,18,The Dram Shop,235,230.5,36,13,9
2016-12-06,19,The Dram Shop,180,180,32,18,13
2016-12-06,20,The Dram Shop,95.5,95.5,20,6,5
2016-12-06,21,The Dram Shop,156.75,147.75,24,7,6
2016-12-07,12,The Dram Shop,21,21,2,1,1
2016-12-07,13,The Dram Shop,28.5,28.5,5,2,1
2016-12-07,14,The Dram Shop,30.5,30.5,5,3,3
2016-12-07,15,The Dram Shop,13.5,13.5,2,2,1
2016-12-07,16,The Dram Shop,24,24,5,4,2
2016-12-07,17,The Dram Shop,183,183,19,13,7
2016-12-07,18,The Dram Shop,343,343,36,24,12
2016-12-07,19,The Dram Shop,154,154,20,16,12
2016-12-07,20,The Dram Shop,237,228.3,31,14,12
2016-12-07,21,The Dram Shop,76.5,76.5,15,7,7
2016-12-08,11,The Dram Shop,40,40,2,1,1
2016-12-08,14,The Dram Shop,14,14,3,2,2
2016-12-08,15,The Dram Shop,58.5,58.5,8,6,1
2016-12-08,16,The Dram Shop,218.25,218.25,35,25,16
2016-12-08,17,The Dram Shop,174,165.5,25,16,9
2016-12-08,18,The Dram Shop,347.5,347.5,54,23,17
2016-12-08,19,The Dram Shop,187,180.62,31,16,10
2016-12-08,20,The Dram Shop,47,47,9,7,2
2016-12-08,21,The Dram Shop,240.75,240.75,40,19,15
2016-12-08,22,The Dram Shop,39.5,39.5,8,3,3
2016-12-09,12,The Dram Shop,97,33,6,4,2
2016-12-09,14,The Dram Shop,103,103,12,8,5
2016-12-09,15,The Dram Shop,154.25,154.25,26,20,4
2016-12-09,16,The Dram Shop,273.5,272.5,51,30,12
2016-12-09,17,The Dram Shop,321.75,319.5,54,29,19
2016-12-09,18,The Dram Shop,161.5,161.5,29,19,12
2016-12-09,19,The Dram Shop,324.25,324.25,46,20,14
2016-12-09,20,The Dram Shop,239.5,227.75,41,20,14
2016-12-09,21,The Dram Shop,378.5,378.5,70,22,17
2016-12-09,22,The Dram Shop,10.5,10.5,2,1,1
2016-12-10,12,The Dram Shop,38.75,38.75,5,2,1
2016-12-10,13,The Dram Shop,61,61,5,2,2
2016-12-10,14,The Dram Shop,48.5,48.5,8,4,3
2016-12-10,15,The Dram Shop,119.25,115.75,24,10,7
2016-12-10,16,The Dram Shop,354.5,354.5,51,25,17
2016-12-10,17,The Dram Shop,193.25,193.25,36,15,8
2016-12-10,18,The Dram Shop,210.75,210.75,37,16,10
2016-12-10,19,The Dram Shop,238.25,238.25,41,21,16
2016-12-10,20,The Dram Shop,206.5,206.5,36,16,8
2016-12-10,21,The Dram Shop,184.5,184.5,34,22,10
2016-12-10,22,The Dram Shop,120.5,120.5,24,8,8
2016-12-11,12,The Dram Shop,13,13,2,1,1
2016-12-11,13,The Dram Shop,53.5,53.5,7,6,1
2016-12-11,14,The Dram Shop,140.25,140.25,18,13,9
2016-12-11,15,The Dram Shop,286,286,33,16,8
2016-12-11,16,The Dram Shop,111.75,108.75,25,13,6
2016-12-11,17,The Dram Shop,162.25,149.75,27,15,10
2016-12-11,18,The Dram Shop,231.75,218.75,38,19,13
2016-12-11,19,The Dram Shop,178.5,174.5,33,17,11
2016-12-11,20,The Dram Shop,254.75,228.75,47,19,14
2016-12-11,21,The Dram Shop,259.25,159.5,36,13,10
2016-12-11,22,The Dram Shop,19.5,19.5,4,1,1
2016-12-12,12,The Dram Shop,66.5,49,8,5,2
2016-12-12,13,The Dram Shop,54.75,43.75,11,5,3
2016-12-12,14,The Dram Shop,52,48,7,4,2
2016-12-12,15,The Dram Shop,307.5,288.5,21,18,11
2016-12-12,16,The Dram Shop,135.5,101.5,24,15,8
2016-12-12,17,The Dram Shop,175.5,133,35,20,14
2016-12-12,18,The Dram Shop,286.75,239.25,54,21,14
2016-12-12,19,The Dram Shop,331,242.12,63,22,15
2016-12-12,20,The Dram Shop,67.75,50.25,14,5,4
2016-12-12,21,The Dram Shop,67,52,12,8,6
2016-12-13,12,The Dram Shop,18.5,18.5,3,2,1
2016-12-13,13,The Dram Shop,39.5,39.5,5,4,2
2016-12-13,14,The Dram Shop,350.25,350.25,9,6,4
2016-12-13,15,The Dram Shop,16,16,4,4,0
2016-12-13,16,The Dram Shop,198.5,198.5,19,13,8
2016-12-13,17,The Dram Shop,220.5,220.5,44,30,18
2016-12-13,18,The Dram Shop,346,346,67,33,20
2016-12-13,19,The Dram Shop,356.5,356.5,65,24,21
2016-12-13,20,The Dram Shop,135.5,135.5,25,13,12
2016-12-14,10,The Dram Shop,0,0,2,2,1
2016-12-14,12,The Dram Shop,23.75,23.75,3,1,1
2016-12-14,13,The Dram Shop,33.5,33.5,6,5,4
2016-12-14,14,The Dram Shop,54,54,6,3,1
2016-12-14,15,The Dram Shop,113.5,113.5,15,6,6
2016-12-14,16,The Dram Shop,157.5,157.5,21,9,8
2016-12-14,17,The Dram Shop,306.25,306.25,49,28,15
2016-12-14,18,The Dram Shop,316.25,307.25,56,26,19
2016-12-14,19,The Dram Shop,289.75,289.75,46,21,15
2016-12-14,20,The Dram Shop,153,136,28,12,10
2016-12-14,21,The Dram Shop,65.25,65.25,10,4,4
2016-12-15,12,The Dram Shop,356,356,10,5,4
2016-12-15,13,The Dram Shop,85.5,85.5,10,5,4
2016-12-15,14,The Dram Shop,49.25,30.37,7,2,2
2016-12-15,15,The Dram Shop,142,92,15,9,4
2016-12-15,16,The Dram Shop,203.5,181.5,27,12,7
2016-12-15,17,The Dram Shop,283.5,283.5,40,10,6
2016-12-15,18,The Dram Shop,199,199,46,16,13
2016-12-15,19,The Dram Shop,248.25,248.25,39,15,12
2016-12-15,20,The Dram Shop,161.5,161.5,28,10,6
2016-12-15,21,The Dram Shop,98.5,98.5,15,8,4
2016-12-15,22,The Dram Shop,27,22.5,2,2,2
2016-12-16,13,The Dram Shop,275.5,275.5,11,8,4
2016-12-16,14,The Dram Shop,63.25,58.5,10,6,6
2016-12-16,15,The Dram Shop,91,82.75,11,9,4
2016-12-16,16,The Dram Shop,310,310,33,25,13
2016-12-16,17,The Dram Shop,332.25,327.75,47,27,14
2016-12-16,18,The Dram Shop,547.25,540.75,76,33,25
2016-12-16,19,The Dram Shop,153.5,153.5,30,15,8
2016-12-16,20,The Dram Shop,282.5,278.5,60,34,19
2016-12-16,21,The Dram Shop,255,255,49,25,21
2016-12-16,22,The Dram Shop,115.5,115.5,22,9,6
2016-12-17,12,The Dram Shop,49,49,5,4,4
2016-12-17,13,The Dram Shop,117.5,116,16,9,4
2016-12-17,14,The Dram Shop,569.5,561,31,14,9
2016-12-17,15,The Dram Shop,352.75,352.75,15,10,7
2016-12-17,16,The Dram Shop,212.5,212.5,28,13,8
2016-12-17,17,The Dram Shop,164.5,164.5,28,15,10
2016-12-17,18,The Dram Shop,241.75,233.75,48,18,13
2016-12-17,19,The Dram Shop,176,176,30,9,8
2016-12-17,20,The Dram Shop,192.5,192.5,22,12,8
2016-12-17,21,The Dram Shop,373.5,373.5,49,20,15
2016-12-17,22,The Dram Shop,24.5,24.5,3,2,2
2016-12-18,13,The Dram Shop,103.25,103.25,20,12,6
2016-12-18,14,The Dram Shop,206,206,30,15,6
2016-12-18,15,The Dram Shop,186.5,186.5,28,12,7
2016-12-18,16,The Dram Shop,186,186,35,18,9
2016-12-18,17,The Dram Shop,172.25,172.25,34,13,9
2016-12-18,18,The Dram Shop,149.75,148.37,18,12,8
2016-12-18,19,The Dram Shop,106,106,11,5,3
2016-12-18,20,The Dram Shop,74,57.5,12,6,4
2016-12-18,21,The Dram Shop,35,29,8,4,3
2016-12-19,12,The Dram Shop,10,10,1,1,0
2016-12-19,13,The Dram Shop,53.5,53.5,5,3,2
2016-12-19,14,The Dram Shop,110.5,110.5,8,5,2
2016-12-19,15,The Dram Shop,50.5,47,8,5,3
2016-12-19,16,The Dram Shop,121,107,17,13,5
2016-12-19,17,The Dram Shop,339,289,61,28,14
2016-12-19,18,The Dram Shop,419.25,384.75,67,18,13
2016-12-19,19,The Dram Shop,117.5,92,30,14,9
2016-12-19,20,The Dram Shop,99.25,84.25,13,10,5
2016-12-19,21,The Dram Shop,68.25,42.75,14,5,3
2016-12-20,12,The Dram Shop,8.5,8.5,2,1,0
2016-12-20,13,The Dram Shop,173,173,18,8,6
2016-12-20,14,The Dram Shop,47,47,11,5,2
2016-12-20,15,The Dram Shop,114.5,111.5,13,9,5
2016-12-20,16,The Dram Shop,260,260,40,22,14
2016-12-20,17,The Dram Shop,299,289.12,54,23,15
2016-12-20,18,The Dram Shop,273,273,45,19,13
2016-12-20,19,The Dram Shop,150.5,139,25,12,7
2016-12-20,20,The Dram Shop,159,159,21,13,7
2016-12-20,21,The Dram Shop,85,84,17,5,3
2016-12-21,13,The Dram Shop,80.25,80.25,9,6,3
2016-12-21,14,The Dram Shop,182.75,170.17,17,5,3
2016-12-21,15,The Dram Shop,101.5,101.5,19,8,5
2016-12-21,16,The Dram Shop,148,148,13,7,5
2016-12-21,17,The Dram Shop,418.25,418.25,69,25,17
2016-12-21,18,The Dram Shop,262.75,262.75,41,22,14
2016-12-21,19,The Dram Shop,758.75,708.55,59,24,21
2016-12-21,20,The Dram Shop,354,331,44,16,15
2016-12-22,12,The Dram Shop,63.5,63.5,7,4,2
2016-12-22,13,The Dram Shop,92.5,80.5,11,6,3
2016-12-22,14,The Dram Shop,56.75,56.75,6,5,3
2016-12-22,15,The Dram Shop,249,249,33,15,9
2016-12-22,16,The Dram Shop,219.5,219.5,37,18,8
2016-12-22,17,The Dram Shop,399.25,399.25,52,26,18
2016-12-22,18,The Dram Shop,197.25,189.25,36,20,12
2016-12-22,19,The Dram Shop,197.5,197.5,35,12,9
2016-12-22,20,The Dram Shop,209,209,34,15,9
2016-12-22,21,The Dram Shop,296.25,296.25,42,13,11
2016-12-22,22,The Dram Shop,54.5,54.5,9,2,2
2016-12-23,12,The Dram Shop,168.25,168.25,16,8,5
2016-12-23,13,The Dram Shop,191.5,191.5,24,14,11
2016-12-23,14,The Dram Shop,98.5,98.5,15,7,7
2016-12-23,15,The Dram Shop,86.5,86.5,13,5,3
2016-12-23,16,The Dram Shop,416.75,416.75,47,24,17
2016-12-23,17,The Dram Shop,407.25,407.25,64,25,15
2016-12-23,18,The Dram Shop,436.25,436.25,67,22,17
2016-12-23,19,The Dram Shop,155,155,22,13,8
2016-12-23,20,The Dram Shop,319.75,319.75,61,14,6
2016-12-23,21,The Dram Shop,116.5,116.5,20,9,6
2016-12-23,22,The Dram Shop,7.5,7.5,1,1,0
2016-12-24,11,The Dram Shop,48,41.5,3,2,2
2016-12-24,12,The Dram Shop,156,136.25,16,7,5
2016-12-24,13,The Dram Shop,273,192,20,11,6
2016-12-24,14,The Dram Shop,276,276,33,15,10
2016-12-24,15,The Dram Shop,172.25,172.25,21,8,5
2016-12-24,16,The Dram Shop,206.75,206.75,38,13,8
2016-12-24,17,The Dram Shop,120.25,117.25,15,6,3
2016-12-24,18,The Dram Shop,16.75,8.37,2,1,1
2016-12-26,12,The Dram Shop,51.5,51.5,8,2,1
2016-12-26,13,The Dram Shop,25,25,6,2,2
2016-12-26,14,The Dram Shop,63,63,13,6,5
2016-12-26,15,The Dram Shop,161,161,30,12,9
2016-12-26,16,The Dram Shop,187.25,169.75,35,18,7
2016-12-26,17,The Dram Shop,304.25,259.25,55,15,10
2016-12-26,18,The Dram Shop,259.5,220.25,48,15,9
2016-12-26,19,The Dram Shop,253.5,206,46,14,7
2016-12-26,20,The Dram Shop,138.5,118,21,9,7
2016-12-26,21,The Dram Shop,16.5,16.5,2,1,1
2016-12-27,12,The Dram Shop,50,50,6,4,3
2016-12-27,13,The Dram Shop,39,39,7,5,3
2016-12-27,14,The Dram Shop,110.5,110.5,14,7,5
2016-12-27,15,The Dram Shop,84.75,84.75,12,6,5
2016-12-27,16,The Dram Shop,108,108,16,8,5
2016-12-27,17,The Dram Shop,117,117,17,8,5
2016-12-27,18,The Dram Shop,249.75,239.25,39,16,12
2016-12-27,19,The Dram Shop,131.5,131.5,17,7,4
2016-12-27,20,The Dram Shop,171,171,42,15,7
2016-12-27,21,The Dram Shop,34,34,4,1,0
2016-12-28,13,The Dram Shop,23,23,4,2,2
2016-12-28,14,The Dram Shop,118,118,16,9,3
2016-12-28,15,The Dram Shop,111.25,111.25,15,6,3
2016-12-28,16,The Dram Shop,57,57,10,7,0
2016-12-28,17,The Dram Shop,185.75,185.75,29,17,8
2016-12-28,18,The Dram Shop,212.25,203.75,33,16,13
2016-12-28,19,The Dram Shop,242.75,242.75,38,16,9
2016-12-28,20,The Dram Shop,75.5,75.5,14,6,4
2016-12-28,21,The Dram Shop,58,58,12,3,3
2016-12-29,12,The Dram Shop,24.5,24.5,4,4,1
2016-12-29,14,The Dram Shop,59.75,59.75,10,6,2
2016-12-29,15,The Dram Shop,88.5,88.5,12,6,5
2016-12-29,16,The Dram Shop,208.25,208.25,35,15,6
2016-12-29,17,The Dram Shop,335.25,335.25,58,25,11
2016-12-29,18,The Dram Shop,433,411.8,55,23,15
2016-12-29,19,The Dram Shop,435.5,435.5,50,24,14
2016-12-29,20,The Dram Shop,269.5,269.5,42,16,13
2016-12-29,21,The Dram Shop,214.5,214.5,37,13,10
2016-12-29,22,The Dram Shop,4.5,4.5,9,3,0
2016-12-30,12,The Dram Shop,26.5,26.5,3,2,2
2016-12-30,13,The Dram Shop,11,11,2,2,0
2016-12-30,14,The Dram Shop,132.5,124.5,22,12,7
2016-12-30,15,The Dram Shop,168.25,168.25,23,13,9
2016-12-30,16,The Dram Shop,345.5,345.5,55,26,17
2016-12-30,17,The Dram Shop,314,314,40,22,11
2016-12-30,18,The Dram Shop,100.5,100.5,18,12,7
2016-12-30,19,The Dram Shop,258.5,251,43,18,14
2016-12-30,20,The Dram Shop,93.5,93.5,14,9,4
2016-12-30,21,The Dram Shop,218.5,201,38,19,13
2016-12-31,12,The Dram Shop,108.75,108.75,10,5,2
2016-12-31,13,The Dram Shop,132.5,132.5,22,11,6
2016-12-31,14,The Dram Shop,134.75,134.75,18,10,7
2016-12-31,15,The Dram Shop,297.75,281,37,12,7
2016-12-31,16,The Dram Shop,431.5,431.5,62,24,18
2016-12-31,17,The Dram Shop,202.25,193.25,36,14,8
2016-12-31,18,The Dram Shop,275.25,275.25,41,20,11
2016-12-31,19,The Dram Shop,199.75,199.75,35,18,8
2016-12-31,20,The Dram Shop,178.5,178.5,29,18,7
2016-12-31,21,The Dram Shop,128.5,128.5,27,14,6
2016-12-31,22,The Dram Shop,130.5,116.75,30,4,3
2017-01-01,12,The Dram Shop,41,41,3,2,1
2017-01-01,13,The Dram Shop,8,8,1,1,1
2017-01-01,14,The Dram Shop,135.5,135.5,16,9,4
2017-01-01,15,The Dram Shop,147,147,25,11,9
2017-01-01,16,The Dram Shop,167.25,154.01,33,10,8
2017-01-01,17,The Dram Shop,128.5,128.5,17,6,6
2017-01-01,18,The Dram Shop,115,115,22,8,7
2017-01-02,12,The Dram Shop,20,14,5,2,1
2017-01-02,13,The Dram Shop,18.5,12,4,3,1
2017-01-02,14,The Dram Shop,51.25,40.25,7,5,3
2017-01-02,15,The Dram Shop,71,56,11,6,2
2017-01-02,16,The Dram Shop,146,117.5,24,8,5
2017-01-02,17,The Dram Shop,143.25,114.25,34,10,7
2017-01-02,18,The Dram Shop,138,98.5,26,15,9
2017-01-02,19,The Dram Shop,193,144.5,35,21,13
2017-01-02,20,The Dram Shop,108,75,22,8,6
2017-01-02,21,The Dram Shop,72,59.5,11,5,3
2017-01-03,12,The Dram Shop,12.25,12.25,4,2,2
2017-01-03,14,The Dram Shop,87.75,87.75,5,3,1
2017-01-03,16,The Dram Shop,60.5,58.5,9,8,5
2017-01-03,17,The Dram Shop,178.25,174.25,24,13,8
2017-01-03,18,The Dram Shop,121.75,121.75,22,11,9
2017-01-03,19,The Dram Shop,82.5,78.5,17,8,4
2017-01-03,20,The Dram Shop,121.5,121.5,20,12,5
2017-01-03,21,The Dram Shop,206.25,194.37,41,17,10
2017-01-03,22,The Dram Shop,50,50,11,6,6
2017-01-04,12,The Dram Shop,4.5,4.5,1,1,1
2017-01-04,13,The Dram Shop,10,10,2,2,1
2017-01-04,14,The Dram Shop,104.5,101,10,6,3
2017-01-04,15,The Dram Shop,115.75,115.75,20,7,5
2017-01-04,16,The Dram Shop,20.5,15,2,1,1
2017-01-04,17,The Dram Shop,267.25,258.25,33,14,9
2017-01-04,18,The Dram Shop,190.5,190.5,35,14,12
2017-01-04,19,The Dram Shop,142.75,134.75,24,14,7
2017-01-04,20,The Dram Shop,319.5,305.5,52,23,14
2017-01-04,21,The Dram Shop,124.25,124.25,22,10,7
2017-01-04,22,The Dram Shop,27.5,27.5,3,1,1
2017-01-05,12,The Dram Shop,2,2,1,1,0
2017-01-05,13,The Dram Shop,5,5,1,1,1
2017-01-05,14,The Dram Shop,96.25,96.25,12,6,3
2017-01-05,15,The Dram Shop,31,31,4,4,3
2017-01-05,16,The Dram Shop,158.5,153.5,15,13,4
2017-01-05,17,The Dram Shop,217.5,217.5,37,16,12
2017-01-05,18,The Dram Shop,332,320.5,59,24,15
2017-01-05,19,The Dram Shop,231.5,231.5,37,19,11
2017-01-05,20,The Dram Shop,225,225,41,16,11
2017-01-05,21,The Dram Shop,194.75,190.25,31,15,11
2017-01-05,22,The Dram Shop,57,47.5,8,5,3
2017-01-06,12,The Dram Shop,9.5,9.5,2,1,1
2017-01-06,13,The Dram Shop,4,4,1,1,0
2017-01-06,14,The Dram Shop,48.5,48.5,8,2,2
2017-01-06,15,The Dram Shop,133,133,14,9,5
2017-01-06,16,The Dram Shop,286.75,286.75,49,23,10
2017-01-06,17,The Dram Shop,386.25,377.75,69,37,16
2017-01-06,18,The Dram Shop,443.25,436.75,75,35,19
2017-01-06,19,The Dram Shop,463.75,463.75,80,33,20
2017-01-06,20,The Dram Shop,373,373,73,16,14
2017-01-06,21,The Dram Shop,270.75,270.75,42,18,13
2017-01-06,22,The Dram Shop,105.5,105.5,18,5,3
2017-01-07,12,The Dram Shop,51.5,51.5,8,3,2
2017-01-07,13,The Dram Shop,20.5,20.5,5,5,1
2017-01-07,14,The Dram Shop,198,195.5,36,16,12
2017-01-07,15,The Dram Shop,104.5,104.5,17,10,4
2017-01-07,16,The Dram Shop,116.75,115.5,16,10,5
2017-01-07,17,The Dram Shop,234.25,228.5,37,16,11
2017-01-07,18,The Dram Shop,197.5,197.5,36,18,13
2017-01-07,19,The Dram Shop,202.25,202.25,38,17,9
2017-01-07,20,The Dram Shop,139,139,21,14,8
2017-01-07,21,The Dram Shop,82,78,16,7,2
2017-01-07,22,The Dram Shop,179.5,179.5,36,10,9
2017-01-08,12,The Dram Shop,70.25,70.25,10,5,4
2017-01-08,13,The Dram Shop,48,48,7,5,1
2017-01-08,14,The Dram Shop,95.75,95.75,19,8,6
